asset_id,part_category,assigned_split,object_group_id,local_path,provider,source_dataset,dataset_url,source_relative_path,source_original_split,source_title,description_url,author,credit,license_short_name,license_url,source_sha256,sha256,dhash,modifications
dataset_v2_shock_absorber_001,shock_absorber,train,dataset_v2_object_shock_absorber_fiat_panda_2003,data/images/dataset_v2/shock_absorber/dataset_v2_shock_absorber_001.jpg,Wikimedia Commons,Wikimedia Commons automotive shock-absorber review set,https://commons.wikimedia.org/wiki/Category:Automobile_shock_absorbers,"File:"" 13 - ITALY - Fiat Panda 2003 suspension shock absorbers - Automotive suspension technologies and disk brake.JPG",unspecified,"File:"" 13 - ITALY - Fiat Panda 2003 suspension shock absorbers - Automotive suspension technologies and disk brake.JPG",https://commons.wikimedia.org/wiki/File:%22_13_-_ITALY_-_Fiat_Panda_2003_suspension_shock_absorbers_-_Automotive_suspension_technologies_and_disk_brake.JPG,Pava,Own work,CC BY-SA 3.0 IT,https://creativecommons.org/licenses/by-sa/3.0/it/deed.en,8ccde1a48ae931e75ad17c8a5e2ba4bbc113c5ff083c16d4e98c0a96d4ed85be,9c25dd5eceac66ecac951f943a2b16544fa675ec361c69d636e4ffe8a3031f4d,8e9f9b999b1b160c,EXIF orientation applied; transparency composited on white; RGB conversion; center crop and resize to 224x224; JPEG quality 92; low-information content validation passed.
dataset_v2_shock_absorber_002,shock_absorber,train,dataset_v2_object_shock_absorber_aston_martin_1923,data/images/dataset_v2/shock_absorber/dataset_v2_shock_absorber_002.jpg,Wikimedia Commons,Wikimedia Commons automotive shock-absorber review set,https://commons.wikimedia.org/wiki/Category:Automobile_shock_absorbers,File:1923 Aston Martin Razor Blade team car in Morges 2013 - Right friction disk shock absorber closeup.jpg,unspecified,File:1923 Aston Martin Razor Blade team car in Morges 2013 - Right friction disk shock absorber closeup.jpg,https://commons.wikimedia.org/wiki/File:1923_Aston_Martin_Razor_Blade_team_car_in_Morges_2013_-_Right_friction_disk_shock_absorber_closeup.jpg,Akela NDE,Own work,CC BY-SA 2.0 FR,https://creativecommons.org/licenses/by-sa/2.0/fr/deed.en,bc0080da8c2931baf2e082fac83c60ff48b9253db121247e51cdb021b042d5c2,48b7fea67d50dc26255956261d86b3b59b9fa2834421de0e1e05c3f44aaa5b9e,e1c2da7c39fdfbfb,EXIF orientation applied; transparency composited on white; RGB conversion; center crop and resize to 224x224; JPEG quality 92; low-information content validation passed.
dataset_v2_shock_absorber_003,shock_absorber,train,dataset_v2_object_shock_absorber_andre_hartford,data/images/dataset_v2/shock_absorber/dataset_v2_shock_absorber_003.jpg,Wikimedia Commons,Wikimedia Commons automotive shock-absorber review set,https://commons.wikimedia.org/wiki/Category:Automobile_shock_absorbers,File:Andre Hartford shock absorber - Morges 2021.jpg,unspecified,File:Andre Hartford shock absorber - Morges 2021.jpg,https://commons.wikimedia.org/wiki/File:Andre_Hartford_shock_absorber_-_Morges_2021.jpg,Akela NDE,Own work,CC BY-SA 2.0 FR,https://creativecommons.org/licenses/by-sa/2.0/fr/deed.en,ed65eded681bc18ba32467de8966b93a1a34d0ca910aaa56e13e1347f81e664b,b4e137d9ce9bbc00431752eaabb46ce32b18ee2607f86b479ff12a8971bad484,c60563f37306f3f3,EXIF orientation applied; transparency composited on white; RGB conversion; center crop and resize to 224x224; JPEG quality 92; low-information content validation passed.
dataset_v2_shock_absorber_004,shock_absorber,train,dataset_v2_object_shock_absorber_gaz_m21_series,data/images/dataset_v2/shock_absorber/dataset_v2_shock_absorber_004.jpg,Wikimedia Commons,Wikimedia Commons automotive shock-absorber review set,https://commons.wikimedia.org/wiki/Category:Automobile_shock_absorbers,File:GAZ M-21 hydraulic lever arm shock absorber.jpg,unspecified,File:GAZ M-21 hydraulic lever arm shock absorber.jpg,https://commons.wikimedia.org/wiki/File:GAZ_M-21_hydraulic_lever_arm_shock_absorber.jpg,DL24,Own work,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,0323e8c02d141a00d211303b34c5c37cf3afa1f3e6fa3e9d7f968fd38b2bc732,6ffffc92f0fc8665d4efaece678ae50710be6760a891d5f7a3b4a10705c6f8d4,9e9a1072335dd97d,EXIF orientation applied; transparency composited on white; RGB conversion; center crop and resize to 224x224; JPEG quality 92; low-information content validation passed.
dataset_v2_shock_absorber_005,shock_absorber,train,dataset_v2_object_shock_absorber_gaz_m21_series,data/images/dataset_v2/shock_absorber/dataset_v2_shock_absorber_005.jpg,Wikimedia Commons,Wikimedia Commons automotive shock-absorber review set,https://commons.wikimedia.org/wiki/Category:Automobile_shock_absorbers,File:M-21I rear shock absorber dismantled for maintenance.jpg,unspecified,File:M-21I rear shock absorber dismantled for maintenance.jpg,https://commons.wikimedia.org/wiki/File:M-21I_rear_shock_absorber_dismantled_for_maintenance.jpg,DL24,Own work,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,4f7c9dcf678e027a691585df63baa94c0f4ae46759a893febd21c49cf8b782c2,7222b550bafeaa61eb30d845c372fde4938dba01a38eb5c0c2a77a00a1834145,fc9c8c160680e084,EXIF orientation applied; transparency composited on white; RGB conversion; center crop and resize to 224x224; JPEG quality 92; low-information content validation passed.
dataset_v2_starter_001,starter,train,dataset_v2_object_starter_001,data/images/dataset_v2/starter/dataset_v2_starter_001.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/STARTER/150.jpg,train,150.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,001f9679d84028294e1cf8d6843913d468c8c872ff824f0b75b44d63653c424a,ff9921cf63a8d037379b7618305eb815882fb8a0e527685cd3f8b95278ced7b5,07332707030d1111,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_starter_002,starter,train,dataset_v2_object_starter_002,data/images/dataset_v2/starter/dataset_v2_starter_002.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/STARTER/039.jpg,train,039.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,01e7e02d001e3bf7914d10870a32d9a990435729352bce97f18b09feb9df29f0,6f5fe26ee700c6b96a22779d98d84449547c1a504565b4fe13f07e676302c9e6,1f191b170e01030f,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_starter_003,starter,train,dataset_v2_object_starter_003,data/images/dataset_v2/starter/dataset_v2_starter_003.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/STARTER/015.jpg,train,015.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,029341bce4d03aad571551b39f19e6ece2d3a3fa01b87514f9fa53fd40edc38d,130c13726ec2fdb92e24c2f3aee75239c1f536061d01e94652da02df2aa3af0d,1d1f6f5c195b1d2f,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_starter_004,starter,train,dataset_v2_object_starter_004,data/images/dataset_v2/starter/dataset_v2_starter_004.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/STARTER/118.jpg,train,118.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,053dfc8bd7d9625137883d47c804ce900c90db4c7573bfce78a7762cfe2835b7,2a30e64f739c82a9fbf5839ab29b6fc777cd22d3925d936675da32c4d3657034,870707078787276f,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_starter_005,starter,train,dataset_v2_object_starter_005,data/images/dataset_v2/starter/dataset_v2_starter_005.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/STARTER/041.jpg,train,041.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,06826bb06b055d9f908ed3f880b890c3b97d069dc6e1396370539ab6d307e49f,23c473007eb52c4f51a90d1948580f90d0cc0aefe1130aa66a435f67485db597,0e0b0b0b57531b1b,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_taillight_001,taillight,train,dataset_v2_object_taillight_001,data/images/dataset_v2/taillight/dataset_v2_taillight_001.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/TAILLIGHTS/153.jpg,train,153.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,034e5c01a9236ddf9d6931184ecabe91b16db7c976563fb2d00d0b2caecb01bf,7ec0656967253dc2a36e5c90fe955c2b51ef84387e2ca635e72083955b2a3776,9e3e743415155515,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_taillight_002,taillight,train,dataset_v2_object_taillight_002,data/images/dataset_v2/taillight/dataset_v2_taillight_002.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/TAILLIGHTS/072.jpg,train,072.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,03a2d479ab9be478254bc437ef4204884775c9b645c90863da08576d6751edbc,188061ebae56538aa26605a348235cba69cc5661826171f8f8a4f71a17c1b074,0fc6e7a3e72c84a3,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_taillight_003,taillight,train,dataset_v2_object_taillight_003,data/images/dataset_v2/taillight/dataset_v2_taillight_003.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/TAILLIGHTS/122.jpg,train,122.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,08e7bd2ba8621711dc161e3b345b3cf4b6089a493fb07776666c2ad5dc0eebcb,730cac64fe18dd7535c2ecfd6359fef88571de11e0043307b8718417d13f63fa,00686c6d6469494d,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_taillight_004,taillight,train,dataset_v2_object_taillight_004,data/images/dataset_v2/taillight/dataset_v2_taillight_004.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/TAILLIGHTS/010.jpg,train,010.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,08eccd6839c4668b15a19b84af3a5ac131e72f29bc9c733ca4e39719a3f75623,3dea52afc91f3ae3397ef99a122b6465092722b68efa8933a0c00bf958df5d0e,7c7f4719270d475f,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_taillight_005,taillight,train,dataset_v2_object_taillight_005,data/images/dataset_v2/taillight/dataset_v2_taillight_005.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/TAILLIGHTS/109.jpg,train,109.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,0908ca3488c95dbb7b3f37fc0b73fa2ba6bbb9c2642ff95aafee62f577ed3a73,8afd5d96dc62fc00625f45acde3c20010ef863d9fb899167646012a0dcdc65b2,9e80829b9fcec0c0,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_air_filter_006,air_filter,validation,dataset_v2_object_air_filter_006,data/images/dataset_v2/air_filter/dataset_v2_air_filter_006.jpg,Wikimedia Commons,Wikimedia Commons search: air_filter,https://commons.wikimedia.org/,File:NewOne - Air filtration paper 003.jpg,unspecified,File:NewOne - Air filtration paper 003.jpg,https://commons.wikimedia.org/wiki/File:NewOne_-_Air_filtration_paper_003.jpg,Newone,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,14fa44c84036cc77f6a5630c4d046c7f2a7ffd465828681b70e1a9c05dd6def0,01adcffbed7382a76a9d11e46b4dda4409c6052bfa256f56b130860a3ebb2041,f4fef8fefedefec0,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_alternator_006,alternator,validation,dataset_v2_object_alternator_006,data/images/dataset_v2/alternator/dataset_v2_alternator_006.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/test/ALTERNATOR/5.jpg,test,5.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,02c84c93777346435ec366ff61a3bf63b53ddeb9f6cb3b6616c3e196538b9c3d,4bb05b8077309f81af4e9b154829611bcd4a5231cfda0d21b187d0dc45ab538e,1f173b35573f3f18,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_disc_006,brake_disc,validation,dataset_v2_object_brake_disc_006,data/images/dataset_v2/brake_disc/dataset_v2_brake_disc_006.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/valid/BRAKE ROTOR/2.jpg,validation,2.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,01e7f0e75fa61034031eb50dac37ae6fb127fc56c2ef65bb89ae1109c78d8d3d,41af056d4e1a334e6211aa0b44933995f5669a24b6857abca0d235c495191d47,0f0f6dd8d81d0f0f,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_pad_006,brake_pad,validation,dataset_v2_object_brake_pad_006,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_006.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/test/BRAKE PAD/2.jpg,test,2.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,0d6843b2c7b77bf6f3e6b1e6632f3f533e58fee0795b617cce56c02fe3e36ca6,4a1197d14d8b7122c2dd0101581e75c03033bae2034be07567e4bef75422d31b,b999ff0f8b4b0301,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_coil_spring_006,coil_spring,validation,dataset_v2_object_coil_spring_006,data/images/dataset_v2/coil_spring/dataset_v2_coil_spring_006.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/valid/COIL SPRING/4.jpg,validation,4.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,118a0ff91b99318a7c9b95ff9a3e855a2420a34b58505138e0ee9ac15461bc8a,84df7dc28aa90bf80388bf2deedb3cf6eb4813b36b3335fd82c65051e1c1c300,000000060c19362c,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_headlight_006,headlight,validation,dataset_v2_object_headlight_006,data/images/dataset_v2/headlight/dataset_v2_headlight_006.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/test/HEADLIGHTS/2.jpg,test,2.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,1b0844c20c7f8f7874d3b679240374198891eba995466a4a9bafca9aacf2b147,d414c48092312f69468abfa679effca782443800eb67bcfdf09c5a8cd1e8afe2,100081c2e0e2f0f6,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_oil_filter_006,oil_filter,validation,dataset_v2_object_oil_filter_006,data/images/dataset_v2/oil_filter/dataset_v2_oil_filter_006.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/valid/OIL FILTER/5.jpg,validation,5.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,188fff492fa69565a1ef201fd5eafea832f513d2865c3f87db026183e7dc8e8a,7ff9c6f562e018aed29b84b44244e42e06262d57d79877650e926f2d3078d7ad,07030561f3130f0e,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_shock_absorber_006,shock_absorber,validation,dataset_v2_object_shock_absorber_nissan_fuga_y50,data/images/dataset_v2/shock_absorber/dataset_v2_shock_absorber_006.jpg,Wikimedia Commons,Wikimedia Commons automotive shock-absorber review set,https://commons.wikimedia.org/wiki/Category:Automobile_shock_absorbers,File:NISSAN FUGA Y50 front shock absorber.jpg,unspecified,File:NISSAN FUGA Y50 front shock absorber.jpg,https://commons.wikimedia.org/wiki/File:NISSAN_FUGA_Y50_front_shock_absorber.jpg,TTTNIS,Own work,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,333c282cb8c619d00ee98799095e5116dca7b4c6af66ef3755e8b261c1570f3d,8c45a7ab758722dc03136bbabdb3f9eaf19efb49b4adef0aa76013fc59cb71a9,22220f0728586421,EXIF orientation applied; transparency composited on white; RGB conversion; center crop and resize to 224x224; JPEG quality 92; low-information content validation passed.
dataset_v2_starter_006,starter,validation,dataset_v2_object_starter_006,data/images/dataset_v2/starter/dataset_v2_starter_006.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/valid/STARTER/1.jpg,validation,1.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,20afb0f2b522e10f9e4522dd3ab073bded0512f959d04a7c7efb159822f44c19,911d85bd8c23feedf22b086dce3e58dc0000ab8e7f8159fa328cb9d9d18a4814,1e1e17636723170f,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_taillight_006,taillight,validation,dataset_v2_object_taillight_006,data/images/dataset_v2/taillight/dataset_v2_taillight_006.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/test/TAILLIGHTS/4.jpg,test,4.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,120c899bf837970695481e7b5b6ca438d3cc162af82597191d9208f71230bb26,f32ab68677e847155e0cac70b9b6adc19112dbff0c47d4524ad826ce2b849d17,3d7c9a9d959de772,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
