sample_id,image_id,part_group_id,image_path,part_family,part_category,description,label,source
external_sample_taillight_1900673_partial_match,external_image_taillight_1900673,external_group_taillight_1900673,data/external/open_license/images/taillight/commons_taillight_1900673.jpg,lighting,taillight,Automotive headlight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
headlight_001_01_match,headlight_001_01,headlight_001,data/development/images/headlight_001_01.png,lighting,headlight,Automotive headlight assembly.,MATCH,generated_development
headlight_001_01_mismatch,headlight_001_01,headlight_001,data/development/images/headlight_001_01.png,lighting,headlight,Automotive oil filter.,MISMATCH,generated_development
headlight_001_01_partial_match,headlight_001_01,headlight_001,data/development/images/headlight_001_01.png,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,generated_development
headlight_002_01_match,headlight_002_01,headlight_002,data/development/images/headlight_002_01.png,lighting,headlight,Automotive headlight assembly.,MATCH,generated_development
headlight_002_01_mismatch,headlight_002_01,headlight_002,data/development/images/headlight_002_01.png,lighting,headlight,Automotive oil filter.,MISMATCH,generated_development
headlight_002_01_partial_match,headlight_002_01,headlight_002,data/development/images/headlight_002_01.png,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,generated_development
headlight_003_01_match,headlight_003_01,headlight_003,data/development/images/headlight_003_01.png,lighting,headlight,Automotive headlight assembly.,MATCH,generated_development
headlight_003_01_mismatch,headlight_003_01,headlight_003,data/development/images/headlight_003_01.png,lighting,headlight,Automotive oil filter.,MISMATCH,generated_development
headlight_003_01_partial_match,headlight_003_01,headlight_003,data/development/images/headlight_003_01.png,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,generated_development
oil_filter_001_01_match,oil_filter_001_01,oil_filter_001,data/development/images/oil_filter_001_01.png,filtration,oil_filter,Automotive oil filter.,MATCH,generated_development
oil_filter_001_01_mismatch,oil_filter_001_01,oil_filter_001,data/development/images/oil_filter_001_01.png,filtration,oil_filter,Automotive starter motor.,MISMATCH,generated_development
oil_filter_001_01_partial_match,oil_filter_001_01,oil_filter_001,data/development/images/oil_filter_001_01.png,filtration,oil_filter,Automotive air filter.,PARTIAL_MATCH,generated_development
oil_filter_002_01_match,oil_filter_002_01,oil_filter_002,data/development/images/oil_filter_002_01.png,filtration,oil_filter,Automotive oil filter.,MATCH,generated_development
oil_filter_002_01_mismatch,oil_filter_002_01,oil_filter_002,data/development/images/oil_filter_002_01.png,filtration,oil_filter,Automotive starter motor.,MISMATCH,generated_development
oil_filter_002_01_partial_match,oil_filter_002_01,oil_filter_002,data/development/images/oil_filter_002_01.png,filtration,oil_filter,Automotive air filter.,PARTIAL_MATCH,generated_development
oil_filter_003_01_match,oil_filter_003_01,oil_filter_003,data/development/images/oil_filter_003_01.png,filtration,oil_filter,Automotive oil filter.,MATCH,generated_development
oil_filter_003_01_mismatch,oil_filter_003_01,oil_filter_003,data/development/images/oil_filter_003_01.png,filtration,oil_filter,Automotive starter motor.,MISMATCH,generated_development
oil_filter_003_01_partial_match,oil_filter_003_01,oil_filter_003,data/development/images/oil_filter_003_01.png,filtration,oil_filter,Automotive air filter.,PARTIAL_MATCH,generated_development
shock_absorber_001_01_match,shock_absorber_001_01,shock_absorber_001,data/development/images/shock_absorber_001_01.png,suspension,shock_absorber,Automotive shock absorber.,MATCH,generated_development
shock_absorber_001_01_mismatch,shock_absorber_001_01,shock_absorber_001,data/development/images/shock_absorber_001_01.png,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,generated_development
shock_absorber_001_01_partial_match,shock_absorber_001_01,shock_absorber_001,data/development/images/shock_absorber_001_01.png,suspension,shock_absorber,Automotive coil spring.,PARTIAL_MATCH,generated_development
shock_absorber_002_01_match,shock_absorber_002_01,shock_absorber_002,data/development/images/shock_absorber_002_01.png,suspension,shock_absorber,Automotive shock absorber.,MATCH,generated_development
shock_absorber_002_01_mismatch,shock_absorber_002_01,shock_absorber_002,data/development/images/shock_absorber_002_01.png,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,generated_development
shock_absorber_002_01_partial_match,shock_absorber_002_01,shock_absorber_002,data/development/images/shock_absorber_002_01.png,suspension,shock_absorber,Automotive coil spring.,PARTIAL_MATCH,generated_development
shock_absorber_003_01_match,shock_absorber_003_01,shock_absorber_003,data/development/images/shock_absorber_003_01.png,suspension,shock_absorber,Automotive shock absorber.,MATCH,generated_development
shock_absorber_003_01_mismatch,shock_absorber_003_01,shock_absorber_003,data/development/images/shock_absorber_003_01.png,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,generated_development
shock_absorber_003_01_partial_match,shock_absorber_003_01,shock_absorber_003,data/development/images/shock_absorber_003_01.png,suspension,shock_absorber,Automotive coil spring.,PARTIAL_MATCH,generated_development
starter_001_01_match,starter_001_01,starter_001,data/development/images/starter_001_01.png,electrical,starter,Automotive starter motor.,MATCH,generated_development
starter_001_01_mismatch,starter_001_01,starter_001,data/development/images/starter_001_01.png,electrical,starter,Automotive brake disc.,MISMATCH,generated_development
starter_001_01_partial_match,starter_001_01,starter_001,data/development/images/starter_001_01.png,electrical,starter,Automotive alternator.,PARTIAL_MATCH,generated_development
starter_002_01_match,starter_002_01,starter_002,data/development/images/starter_002_01.png,electrical,starter,Automotive starter motor.,MATCH,generated_development
starter_002_01_mismatch,starter_002_01,starter_002,data/development/images/starter_002_01.png,electrical,starter,Automotive brake disc.,MISMATCH,generated_development
starter_002_01_partial_match,starter_002_01,starter_002,data/development/images/starter_002_01.png,electrical,starter,Automotive alternator.,PARTIAL_MATCH,generated_development
starter_003_01_match,starter_003_01,starter_003,data/development/images/starter_003_01.png,electrical,starter,Automotive starter motor.,MATCH,generated_development
starter_003_01_mismatch,starter_003_01,starter_003,data/development/images/starter_003_01.png,electrical,starter,Automotive brake disc.,MISMATCH,generated_development
starter_003_01_partial_match,starter_003_01,starter_003,data/development/images/starter_003_01.png,electrical,starter,Automotive alternator.,PARTIAL_MATCH,generated_development
taillight_001_01_match,taillight_001_01,taillight_001,data/development/images/taillight_001_01.png,lighting,taillight,Automotive taillight assembly.,MATCH,generated_development
taillight_001_01_mismatch,taillight_001_01,taillight_001,data/development/images/taillight_001_01.png,lighting,taillight,Automotive oil filter.,MISMATCH,generated_development
taillight_001_01_partial_match,taillight_001_01,taillight_001,data/development/images/taillight_001_01.png,lighting,taillight,Automotive headlight assembly.,PARTIAL_MATCH,generated_development
taillight_002_01_match,taillight_002_01,taillight_002,data/development/images/taillight_002_01.png,lighting,taillight,Automotive taillight assembly.,MATCH,generated_development
taillight_002_01_mismatch,taillight_002_01,taillight_002,data/development/images/taillight_002_01.png,lighting,taillight,Automotive oil filter.,MISMATCH,generated_development
taillight_002_01_partial_match,taillight_002_01,taillight_002,data/development/images/taillight_002_01.png,lighting,taillight,Automotive headlight assembly.,PARTIAL_MATCH,generated_development
taillight_003_01_match,taillight_003_01,taillight_003,data/development/images/taillight_003_01.png,lighting,taillight,Automotive taillight assembly.,MATCH,generated_development
taillight_003_01_mismatch,taillight_003_01,taillight_003,data/development/images/taillight_003_01.png,lighting,taillight,Automotive oil filter.,MISMATCH,generated_development
taillight_003_01_partial_match,taillight_003_01,taillight_003,data/development/images/taillight_003_01.png,lighting,taillight,Automotive headlight assembly.,PARTIAL_MATCH,generated_development
